ax,ay,az,temp,gx,gy,gz
0.0159,0.075,1.0181,33.28,-2.374,-0.412,0.618
0.0208,0.0752,1.0151,33.28,-2.29,-0.458,0.656
0.0139,0.0803,1.0208,33.19,-2.221,-0.527,0.748
0.0117,0.0779,1.031,33.19,-2.229,-0.305,0.595
0.0232,0.0728,1.0337,33.19,-2.046,-0.435,0.771
0.0222,0.0747,1.0281,33.19,-2.099,-0.405,0.626
0.0229,0.0779,1.0278,33.24,-2.122,-0.359,0.634
0.0173,0.0793,1.0234,33.24,-2.252,-0.656,0.664
0.0159,0.0845,1.0234,33.14,-2.221,-0.565,0.71
0.021,0.0835,1.0259,33.24,-2.305,-0.366,0.763
0.0178,0.0759,1.0193,33.14,-2.221,-0.458,0.71
0.0105,0.0813,1.0364,33.24,-2.023,-0.557,0.588
0.0166,0.0752,1.0266,33.19,-2.206,-0.527,0.557
0.012,0.0752,1.0232,33.14,-2.069,-0.412,0.634
0.019,0.083,1.0215,33.28,-2.229,-0.366,0.588
0.0188,0.0791,1.0193,33.33,-2.252,-0.328,0.672
0.0173,0.0798,1.0261,33.28,-2.443,-0.298,0.802
0.0186,0.085,1.0166,33.28,-2.298,-0.389,0.588
0.0154,0.0776,1.0203,33.28,-2.16,-0.267,0.679
0.0142,0.0764,1.0281,33.28,-2.092,-0.351,0.725
0.0144,0.0713,1.0247,33.19,-2.359,-0.26,0.71
0.0193,0.0779,1.01,33.19,-2.214,-0.466,0.672
0.0234,0.0796,1.0222,33.28,-2.26,-0.412,0.679
0.0166,0.0815,1.0227,33.28,-2.16,-0.481,0.557
0.0171,0.0781,1.0193,33.19,-2.092,-0.344,0.672
0.0232,0.0833,1.0127,33.28,-2.321,-0.641,0.534
0.0195,0.0801,1.019,33.19,-2.26,-0.573,0.672
0.0144,0.0798,1.0168,33.28,-2.275,-0.397,0.603
0.0122,0.0759,1.0227,33.24,-2.191,-0.496,0.611
0.0217,0.0759,1.0256,33.24,-2.229,-0.427,0.511
0.0198,0.0815,1.0286,33.24,-2.13,-0.519,0.779
0.0151,0.0791,1.0203,33.24,-2.16,-0.397,0.733
0.0234,0.0813,1.0129,33.24,-2.328,-0.626,0.511
0.0149,0.0789,1.0212,33.24,-2.214,-0.458,0.695
0.0186,0.0801,1.021,33.24,-2.176,-0.534,0.557
0.0154,0.0811,1.0264,33.19,-2.282,-0.336,0.664
0.0166,0.0815,1.0273,33.28,-2.153,-0.466,0.634
0.0217,0.0759,1.0327,33.19,-2.16,-0.458,0.634
0.0149,0.0784,1.0242,33.28,-2.137,-0.603,0.656
0.0203,0.0747,1.0168,33.38,-2.16,-0.412,0.405
0.021,0.0732,1.0171,33.14,-2.183,-0.298,0.74
0.012,0.0752,1.0242,33.14,-2.298,-0.458,0.588
0.0139,0.0852,1.0278,33.14,-2.191,-0.55,0.656
0.0178,0.0808,1.0222,33.24,-2.237,-0.573,0.626
0.0171,0.0771,1.0222,33.24,-2.389,-0.412,0.565
0.0171,0.0718,1.0105,33.14,-2.038,-0.527,0.802
0.019,0.0757,1.0288,33.19,-2.214,-0.611,0.55
0.0217,0.0742,1.0239,33.19,-2.344,-0.481,0.565
0.0168,0.0823,1.022,33.28,-2.221,-0.519,0.824
0.0193,0.0754,1.0256,33.28,-2.061,-0.382,0.794
0.0173,0.0759,1.0229,33.19,-2.031,-0.344,0.779
0.0168,0.0774,1.0203,33.28,-2.061,-0.557,0.542
0.0217,0.0781,1.032,33.19,-2.481,-0.29,0.611
0.0188,0.0774,1.0295,33.28,-2.038,-0.389,0.733
0.0205,0.0771,1.0161,33.09,-2.328,-0.496,0.74
0.0186,0.0786,1.0273,33.19,-2.168,-0.466,0.794
0.0168,0.0803,1.0129,33.19,-2.206,-0.328,0.55
0.0247,0.0774,1.0208,33.19,-2.237,-0.443,0.595
0.0188,0.082,1.0312,33.19,-2.435,-0.405,0.656
0.0146,0.0767,1.0161,33.19,-2.214,-0.366,0.58
0.0132,0.0723,1.0212,33.19,-2.069,-0.511,0.679
0.0217,0.0803,1.0276,33.28,-1.969,-0.489,0.626
0.0281,0.0796,1.0227,33.28,-2.221,-0.496,0.588
0.0095,0.0791,1.0193,33.28,-2.183,-0.336,0.687
0.0195,0.075,1.0227,33.19,-2.237,-0.389,0.725
0.0164,0.0764,1.0103,33.19,-2.214,-0.473,0.71
0.0229,0.0774,1.0242,33.28,-2.344,-0.534,0.641
0.019,0.0732,1.0237,33.19,-2.389,-0.443,0.672
0.012,0.0837,1.0195,33.24,-2.206,-0.382,0.573
0.0134,0.0752,1.0195,33.14,-2.229,-0.565,0.534
0.0254,0.0764,1.0225,33.33,-2.069,-0.328,0.687
0.0178,0.0806,1.0242,33.28,-2.053,-0.55,0.565
0.02,0.0745,1.0198,33.19,-2.008,-0.298,0.672
0.0212,0.0779,1.0171,33.19,-2.168,-0.473,0.863
0.02,0.0771,1.0168,33.28,-2.382,-0.397,0.481
0.0212,0.0801,1.0217,33.19,-2.313,-0.435,0.649
0.0161,0.0774,1.0269,33.28,-2.26,-0.397,0.603
0.0166,0.0801,1.0222,33.28,-2.099,-0.534,0.763
0.0154,0.0759,1.0186,33.19,-2.153,-0.45,0.557
0.02,0.071,1.02,33.28,-2.061,-0.557,0.519
0.0195,0.0759,1.0166,33.28,-2.084,-0.527,0.588
0.0151,0.0757,1.0227,33.24,-2.214,-0.458,0.779
0.0166,0.0747,1.0244,33.24,-2.221,-0.687,0.473
0.0151,0.0757,1.0271,33.24,-2.198,-0.321,0.542
0.0173,0.0713,1.0227,33.14,-2.084,-0.252,0.718
0.0195,0.0747,1.0183,33.28,-2.038,-0.389,0.664
0.0127,0.0791,1.0188,33.24,-2.198,-0.412,0.573
0.0181,0.0737,1.0168,33.19,-2.198,-0.412,0.626
0.0142,0.0784,1.0256,33.24,-2.198,-0.511,0.618
0.0186,0.0764,1.0188,33.28,-2.069,-0.389,0.847
0.02,0.0771,1.0222,33.28,-2.176,-0.321,0.718
0.02,0.084,1.02,33.28,-2.336,-0.282,0.595
0.0122,0.0796,1.0229,33.19,-2.13,-0.458,0.779
0.0188,0.073,1.0205,33.19,-2.305,-0.489,0.618
0.0217,0.0752,1.0195,33.28,-2.344,-0.29,0.573
0.0164,0.0823,1.0234,33.28,-2.29,-0.511,0.733
0.0178,0.0784,1.0193,33.19,-2.321,-0.26,0.672
0.0178,0.075,1.0271,33.28,-2.069,-0.443,0.679
0.02,0.0833,1.0249,33.28,-2.191,-0.336,0.763
0.021,0.0796,1.0342,33.19,-2.168,-0.542,0.504
0.0186,0.0696,1.0239,33.19,-2.191,-0.389,0.664
0.0164,0.0806,1.0237,33.28,-2.153,-0.511,0.847
0.0198,0.0752,1.0234,33.33,-2.107,-0.328,0.527
0.0254,0.074,1.0171,33.24,-2.359,-0.344,0.863
0.0139,0.0786,1.0215,33.24,-2.076,-0.565,0.504
0.0178,0.0815,1.0264,33.24,-2.046,-0.565,0.74
0.0183,0.0781,1.0183,33.24,-2.344,-0.496,0.656
0.0156,0.0769,1.0183,33.24,-2.321,-0.374,0.679
0.0146,0.0791,1.0249,33.24,-2.214,-0.374,0.672
0.012,0.0752,1.0203,33.24,-2.13,-0.534,0.527
0.0107,0.0706,1.0256,33.24,-2.214,-0.458,0.565
0.0178,0.0811,1.019,33.33,-2.397,-0.427,0.649
0.0195,0.0757,1.0215,33.24,-2.115,-0.267,0.641
0.0234,0.0808,1.0149,33.24,-2.206,-0.344,0.656
0.0181,0.0786,1.0107,33.14,-2.183,-0.656,0.527
0.0186,0.0779,1.0183,33.24,-2.267,-0.42,0.641
0.0203,0.0815,1.0339,33.24,-2.061,-0.496,0.641
0.0164,0.0769,1.0217,33.24,-2.084,-0.374,0.641
0.0208,0.0789,1.0227,33.33,-2.282,-0.557,0.74
0.0146,0.0837,1.0256,33.24,-2.168,-0.435,0.679
0.0149,0.0762,1.0203,33.24,-2.206,-0.336,0.779
0.0181,0.0833,1.0239,33.33,-2.267,-0.557,0.618
0.0161,0.0815,1.0232,33.24,-2.244,-0.489,0.695
0.0247,0.0837,1.0322,33.19,-2.382,-0.473,0.656
0.0168,0.074,1.0188,33.28,-2.206,-0.29,0.695
0.0168,0.074,1.0085,33.19,-2.099,-0.344,0.496
0.0127,0.0771,1.0251,33.28,-1.977,-0.267,0.618
0.0168,0.0815,1.0198,33.19,-2.176,-0.542,0.618
0.02,0.0735,1.0181,33.19,-2.321,-0.344,0.511
0.0208,0.0737,1.0229,33.28,-2.206,-0.527,0.573
0.0176,0.075,1.0171,33.28,-2.26,-0.244,0.847
0.0215,0.0791,1.0159,33.19,-2.229,-0.397,0.649
0.0186,0.0742,1.0205,33.24,-2.267,-0.366,0.603
0.0164,0.0735,1.0271,33.24,-2.237,-0.282,0.641
0.0156,0.0737,1.0015,33.24,-2.443,-0.405,0.519
0.0164,0.0801,1.0193,33.24,-2.366,-0.527,0.794
0.0161,0.0793,1.0242,33.33,-2.015,-0.344,0.595
0.019,0.0745,1.0234,33.24,-2.252,-0.481,0.649
0.0164,0.0798,1.0266,33.19,-2.107,-0.557,0.435
0.0095,0.0774,1.0251,33.24,-2.122,-0.519,0.748
0.0222,0.0842,1.0247,33.19,-2.023,-0.435,0.504
0.0217,0.0811,1.0225,33.09,-2.229,-0.527,0.656
0.0085,0.0706,1.0146,33.28,-2.183,-0.473,0.55
0.0144,0.0774,1.0193,33.19,-2.237,-0.473,0.595
0.0183,0.0752,1.0115,33.24,-2.275,-0.565,0.695
0.021,0.0776,1.0232,33.24,-2.183,-0.748,0.763
0.0149,0.0764,1.0225,33.24,-2.122,-0.42,0.664
0.0232,0.0774,1.0234,33.33,-2.153,-0.527,0.641
0.021,0.074,1.0212,33.24,-2.229,-0.45,0.45
0.0212,0.074,1.0156,33.28,-2.084,-0.42,0.641
0.0134,0.0791,1.0234,33.28,-2.321,-0.344,0.748
0.0171,0.0803,1.0269,33.28,-2.153,-0.649,0.695
0.0129,0.0796,1.0283,33.28,-2.16,-0.252,0.573
0.0173,0.0801,1.0144,33.28,-2.145,-0.55,0.634
0.02,0.0764,1.02,33.24,-2.191,-0.473,0.618
0.0171,0.0791,1.0237,33.33,-2.076,-0.313,0.756
0.0181,0.0815,1.0164,33.24,-2.206,-0.435,0.473
0.0171,0.0747,1.0154,33.24,-2.336,-0.542,0.733
0.0144,0.0793,1.0125,33.33,-2.122,-0.405,0.55
0.0186,0.0752,1.0205,33.24,-2.13,-0.489,0.756
0.019,0.0754,1.0242,33.33,-2.183,-0.42,0.611
0.0198,0.0764,1.0291,33.19,-2.328,-0.542,0.733
0.0181,0.0759,1.0181,33.24,-2.145,-0.489,0.771
0.0198,0.0771,1.0168,33.28,-2.252,-0.305,0.649
0.0156,0.0703,1.0151,33.33,-2.366,-0.153,0.405
0.0183,0.0713,1.0227,33.19,-2.328,-0.557,0.603
0.0188,0.0752,1.0237,33.33,-2.229,-0.183,0.733
0.0195,0.0667,1.0266,33.28,-2.084,-0.603,0.603
0.0171,0.0815,1.0181,33.38,-2.229,-0.504,0.702
0.019,0.0764,1.0269,33.28,-2.191,-0.45,0.588
0.0159,0.0715,1.0149,33.38,-2.321,-0.412,0.603
0.019,0.0776,1.0193,33.28,-2.107,-0.55,0.687
0.0164,0.0723,1.0229,33.19,-2.214,-0.443,0.45
0.0225,0.0828,1.0251,33.28,-2.229,-0.351,0.649
0.0205,0.074,1.0298,33.19,-2.252,-0.748,0.664
0.0156,0.0779,1.0166,33.24,-2.214,-0.244,0.664
0.0193,0.0742,1.0205,33.33,-2.137,-0.565,0.496
0.0198,0.0806,1.0244,33.24,-2.176,-0.336,0.58
0.0203,0.083,1.0229,33.24,-2.237,-0.534,0.664
0.0198,0.0752,1.0234,33.24,-2.16,-0.412,0.664
0.021,0.0796,1.0215,33.28,-2.137,-0.344,0.74
0.0249,0.0742,1.0095,33.19,-2.115,-0.244,0.481
0.02,0.0769,1.0125,33.28,-2.183,-0.542,0.618
0.0112,0.0774,1.0212,33.19,-2.221,-0.496,0.611
0.0132,0.0784,1.032,33.19,-2.084,-0.473,0.527
0.0146,0.071,1.0291,33.24,-2.305,-0.542,0.71
0.0208,0.0798,1.0183,33.24,-2.145,-0.618,0.71
0.0178,0.0754,1.0151,33.24,-2.13,-0.702,0.74
0.0229,0.0776,1.0298,33.28,-1.947,-0.305,0.71
0.0105,0.0747,1.0266,33.28,-2.328,-0.55,0.679
